,Away,Away_Score,Location,Home,Home_Score,OT,Notes,Date,Conference,Season
5858,Dartmouth,1,vs.,Harvard,2,ot,6,1951-12-29,"RPI Holiday Tournament (at Houston Field House, Troy, N.Y.)",1952
5860,Yale,4,at,Minnesota,3,ot,,1951-12-29,Non-Conference,1952
5864,Minnesota,6,at,Denver,9,,,1952-01-01,MCHA,1952
5866,US Olympic,4,at,Boston College,5,,,1952-01-01,Non-Conference,1952
5868,Minnesota,5,at,Denver,3,,,1952-01-02,MCHA,1952
5870,US Olympic,7,at,Brown,1,,,1952-01-02,Exhibition,1952
5875,US Nationals,6,at,Boston University,1,,,1952-01-04,Exhibition,1952
5872,Minnesota,3,at,Colorado College,5,,,1952-01-04,MCHA,1952
5873,North Dakota,2,at,Michigan,4,,,1952-01-04,MCHA,1952
5880,Army,2,at,Princeton,6,,,1952-01-05,Non-Conference,1952
5878,North Dakota,4,at,Michigan,2,,,1952-01-05,MCHA,1952
5877,Minnesota,4,at,Colorado College,6,,,1952-01-05,MCHA,1952
5882,Tufts,1,at,Boston University,13,,,1952-01-07,NEIHL,1952
5884,Yale,0,at,Brown,5,,,1952-01-09,Ivy League,1952
5886,Northeastern,3,vs.,Boston University,4,,2,1952-01-09,NEIHL,1952
5888,Harvard,5,vs.,Boston College,6,ot,2,1952-01-09,Non-Conference,1952
5890,US Olympic,2,at,Yale,0,,,1952-01-10,Non-Conference,1952
5892,Denver,0,at,Colorado College,5,,,1952-01-11,WCHA,1952
5894,Minnesota,4,at,Michigan,5,,,1952-01-11,MCHA,1952
5903,Hamilton,4,at,Army,2,,,1952-01-12,Non-Conference,1952
5900,Minnesota,1,at,Michigan,6,,,1952-01-12,MCHA,1952
5901,Dartmouth,2,at,Yale,11,,,1952-01-12,MCHA,1952
5896,Colorado College,4,at,Denver,5,,,1952-01-12,WCHA,1952
5898,Harvard,0,at,Princeton,2,,,1952-01-12,Ivy League,1952
5905,MIT,1,at,Harvard,14,,,1952-01-14,Non-Conference,1952
5907,Michigan State,1,at,Michigan,7,,,1952-01-16,MCHA,1952
5909,Yale,10,at,Army,1,,,1952-01-16,Non-Conference,1952
5910,Tufts,2,at,Harvard,8,,,1952-01-16,Non-Conference,1952
5912,Michigan,7,at,Minnesota,2,,,1952-01-18,MCHA,1952
5914,Michigan,5,at,Minnesota,0,,,1952-01-19,MCHA,1952
5916,Williams,0,at,Army,8,,,1952-01-19,Non-Conference,1952
5919,Middlebury,4,at,Army,2,,,1952-01-23,Non-Conference,1952
5918,Boston University,3,at,Dartmouth,2,,,1952-01-23,Non-Conference,1952
5921,Minnesota,1,at,North Dakota,5,,,1952-01-25,MCHA,1952
5925,Dartmouth,3,at,Army,1,,,1952-01-26,Non-Conference,1952
5923,Minnesota,5,at,North Dakota,3,,,1952-01-26,MCHA,1952
5927,Tufts,4,at,Boston University,13,,,1952-01-28,NEIHL,1952
5929,Northeastern,3,at,Boston College,2,ot,,1952-01-28,Non-Conference,1952
5931,American Int'l,0,at,Boston College,4,,,1952-01-30,Non-Conference,1952
5932,Yale,5,at,Boston University,3,,,1952-01-30,Non-Conference,1952
5934,Brown,22,at,Springfield,2,,,1952-01-31,Non-Conference,1952
5936,Michigan Tech,7,at,Colorado College,14,,,1952-02-01,WCHA,1952
5938,Denver,6,at,Minnesota,1,,,1952-02-01,MCHA,1952
5940,Boston College,5,at,Clarkson,3,,,1952-02-01,Non-Conference,1952
5947,Boston College,3,at,St. Lawrence,2,,,1952-02-02,Non-Conference,1952
5948,Amherst,7,at,Army,5,,,1952-02-02,Non-Conference,1952
5945,Brown,4,at,Yale,6,,,1952-02-02,MCHA,1952
5944,Denver,6,at,Minnesota,5,ot,,1952-02-02,MCHA,1952
5942,Michigan Tech,2,at,Colorado College,12,,,1952-02-02,WCHA,1952
5950,Boston College,6,vs.,Boston University,4,,2,1952-02-04,NEIHL,1952
5952,Boston University,4,at,Boston College,6,,,1952-02-04,Non-Conference,1952
5953,Northeastern,3,vs.,Harvard,2,ot,2,1952-02-04,Non-Conference,1952
5955,St. Lawrence,5,at,Yale,3,,,1952-02-06,MCHA,1952
5957,Colby,3,at,Army,7,,,1952-02-06,Non-Conference,1952
5959,Harvard,2,at,Brown,7,,,1952-02-07,Ivy League,1952
5961,Boston College,3,at,Dartmouth,2,,,1952-02-07,Non-Conference,1952
5963,Brandon,3,at,Colorado College,13,,,1952-02-07,Non-Conf v. Canadian,1952
5965,Michigan State,2,at,Minnesota,9,,,1952-02-08,MCHA,1952
5966,Michigan,9,at,Michigan Tech,2,,,1952-02-08,MCHA,1952
5976,Brandon,2,at,Colorado College,8,,,1952-02-09,Non-Conf v. Canadian,1952
5974,Boston University,6,at,Army,3,,,1952-02-09,Non-Conference,1952
5972,Michigan,10,at,Michigan Tech,4,,,1952-02-09,MCHA,1952
5969,Yale,7,at,Dartmouth,1,,,1952-02-09,Ivy League,1952
5968,Princeton,1,at,Brown,3,,,1952-02-09,Ivy League,1952
5971,Michigan State,4,at,Minnesota,6,,,1952-02-09,MCHA,1952
5978,MIT,0,vs.,Boston University,20,,2,1952-02-11,NEIHL,1952
5980,Colorado College,3,at,Michigan State,0,,,1952-02-12,WCHA,1952
5982,Colorado College,6,at,Michigan State,3,,,1952-02-13,WCHA,1952
5984,Dartmouth,1,at,Harvard,5,,,1952-02-13,Ivy League,1952
5986,Boston College,1,vs.,Boston University,7,,2,1952-02-13,NEIHL,1952
5988,Boston University,7,at,Boston College,1,,,1952-02-13,Non-Conference,1952
5989,Middlebury,1,at,Yale,11,,,1952-02-13,Non-Conference,1952
5990,RPI,9,at,Army,1,,,1952-02-13,Non-Conference,1952
5992,Northeastern,1,at,Brown,4,,,1952-02-14,Non-Conference,1952
5995,North Dakota,2,at,Minnesota,9,,,1952-02-15,MCHA,1952
5994,Michigan,3,at,Colorado College,5,,,1952-02-15,MCHA,1952
5997,Brown,3,at,Dartmouth,1,,,1952-02-16,Ivy League,1952
5999,Michigan,7,at,Colorado College,6,ot,,1952-02-16,MCHA,1952
6000,Princeton,3,at,Yale,4,,,1952-02-16,MCHA,1952
6001,North Dakota,6,at,Minnesota,4,,,1952-02-16,MCHA,1952
6003,Harvard,9,at,Army,1,,,1952-02-16,Non-Conference,1952
6005,Northeastern,3,vs.,Boston University,1,,2,1952-02-18,NEIHL,1952
6010,Brown,2,at,Boston College,5,,,1952-02-20,Non-Conference,1952
6007,Harvard,5,at,Dartmouth,2,,,1952-02-20,Ivy League,1952
6009,Northeastern,0,vs.,Boston University,5,,2,1952-02-20,Non-Conference,1952
6012,North Dakota,5,at,Colorado College,9,,,1952-02-21,WCHA,1952
6016,Yale,4,at,Princeton,0,,,1952-02-22,Ivy League,1952
6022,Army,2,at,St. Lawrence,8,,,1952-02-22,Non-Conference,1952
6021,McGill,0,at,Michigan,6,,,1952-02-22,Non-Conference,1952
6014,North Dakota,2,at,Colorado College,9,,,1952-02-22,WCHA,1952
6018,Minnesota,5,at,Michigan State,4,,,1952-02-22,MCHA,1952
6020,Boston College,4,at,Laval,3,,,1952-02-22,Non-Conference,1952
6024,Dartmouth,1,at,Brown,2,,,1952-02-23,Ivy League,1952
6026,Minnesota,5,at,Michigan State,3,,,1952-02-23,MCHA,1952
6028,McGill,1,at,Michigan,3,,,1952-02-23,Non-Conference,1952
6029,Army,1,at,Clarkson,7,,,1952-02-23,Non-Conference,1952
6031,Harvard,3,vs.,Boston University,14,,2,1952-02-25,Non-Conference,1952
6032,MIT,1,at,Boston College,15,,,1952-02-25,Non-Conference,1952
6034,Brown,2,at,Harvard,5,,,1952-02-27,Ivy League,1952
6036,Dartmouth,3,at,Boston University,7,,,1952-02-27,Non-Conference,1952
6039,Michigan,8,at,Michigan State,2,,,1952-02-29,MCHA,1952
6038,Michigan Tech,3,at,Minnesota,5,,,1952-02-29,MCHA,1952
6041,Harvard,3,at,Yale,4,,,1952-03-01,MCHA,1952
6042,Michigan Tech,4,at,Minnesota,8,,,1952-03-01,MCHA,1952
6043,Michigan State,2,at,Michigan,6,,,1952-03-01,MCHA,1952
6045,Northeastern,1,vs.,Boston University,3,,7,1952-03-01,"New England Tournament (at Matthews Arena, Boston)",1952
6047,Brown,13,at,Middlebury,4,,,1952-03-01,Non-Conference,1952
6048,Army,4,at,Royal Military,7,,,1952-03-01,Non-Conference,1952
6050,British Columbia,6,at,Colorado College,6,,,1952-03-01,Non-Conf v. Canadian,1952
6052,Brown,1,at,Boston University,3,,8,1952-03-03,"New England Tournament (at Matthews Arena, Boston)",1952
6054,British Columbia,7,at,Colorado College,10,,,1952-03-03,Non-Conf v. Canadian,1952
6056,American Int'l,2,at,Yale,11,,,1952-03-04,Non-Conference,1952
6058,Princeton,4,at,Harvard,1,,,1952-03-05,Ivy League,1952
6061,Boston University,4,at,Brown,3,,,1952-03-06,Non-Conference,1952
6060,Dartmouth,1,at,Boston College,5,,,1952-03-06,Non-Conference,1952
6063,Michigan Tech,4,at,Michigan,11,,,1952-03-07,MCHA,1952
6065,Brown,4,at,Princeton,3,,,1952-03-08,Ivy League,1952
6066,Yale,5,at,Harvard,2,,,1952-03-08,Ivy League,1952
6068,Michigan Tech,3,at,Michigan,4,,,1952-03-08,MCHA,1952
6070,Michigan,9,vs.,St. Lawrence,3,,9,1952-03-13,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1952
6072,Colorado College,4,vs.,Yale,3,,9,1952-03-14,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1952
6074,Michigan,4,vs.,Colorado College,1,,9,1952-03-15,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1952
6075,Yale,4,vs.,St. Lawrence,1,,9,1952-03-15,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1952
6077,Providence,4,at,Brown,12,,,1952-11-21,Exhibition,1953
6136,Providence,4,at,Army,2,,,1952-11-30,Non-Conference,1953
6135,Rhode Island,2,at,Army,5,,,1952-11-30,Non-Conference,1953
6079,Boston University,6,at,Brown,5,,,1952-12-04,Non-Conference,1953
6083,Toronto,3,at,Colorado College,11,,,1952-12-05,Non-Conf v. Canadian,1953
6081,Fort William,2,at,Minnesota,6,,,1952-12-05,Non-Conference,1953
6085,Fort William,6,at,Minnesota,5,,,1952-12-06,Non-Conference,1953
6086,Northeastern,5,at,Yale,3,,,1952-12-06,Non-Conference,1953
6087,St. Lawrence,1,at,Michigan,6,,,1952-12-06,Non-Conference,1953
6089,Toronto,4,at,Colorado College,3,,,1952-12-06,Non-Conf v. Canadian,1953
6091,Yale,4,at,Boston College,6,,,1952-12-09,Non-Conference,1953
6092,Minnesota,4,at,Boston College,6,,,1952-12-09,Non-Conference,1953
6094,Tufts,1,at,Boston University,14,,,1952-12-10,NEIHL,1953
6096,Brown,2,at,Northeastern,4,,,1952-12-10,Non-Conference,1953
6101,Harvard,4,vs.,Boston University,4,ot,1,1952-12-13,Non-Conference,1953
6098,Brown,6,at,Boston College,4,,,1952-12-13,Non-Conference,1953
6099,Minnesota,14,at,Minnesota-Duluth,2,,,1952-12-13,Non-Conference,1953
6100,Toronto,3,at,Michigan,6,,,1952-12-13,Non-Conference,1953
6103,Tufts,1,at,Harvard,8,,,1952-12-17,Non-Conference,1953
6104,Boston University,1,at,Yale,4,,,1952-12-17,Non-Conference,1953
6106,Michigan,3,at,Colorado College,2,,,1952-12-19,MCHA,1953
6108,St. Boniface,4,at,Minnesota,7,,,1952-12-19,Non-Conference,1953
6109,Brown,3,at,St. Lawrence,6,,,1952-12-19,Non-Conference,1953
6111,Michigan,10,at,Colorado College,6,,,1952-12-20,MCHA,1953
6113,St. Boniface,1,at,Minnesota,6,,,1952-12-20,Non-Conference,1953
6114,Yale Alumni,3,at,Yale,11,,,1952-12-20,Non-Conference,1953
6115,Brown,6,vs.,Clarkson,5,,2,1952-12-20,Non-Conference,1953
6117,Michigan,5,at,Denver,2,,,1952-12-22,MCHA,1953
6119,Michigan,4,at,Denver,5,ot,,1952-12-23,MCHA,1953
6122,Boston University,4,vs.,Northeastern,1,,3,1952-12-26,"Beanpot (at Matthews Arena, Boston)",1953
6124,Toronto,2,at,Minnesota,5,,,1952-12-26,Non-Conference,1953
6121,Harvard,3,vs.,Boston College,2,ot,3,1952-12-26,"Beanpot (at Matthews Arena, Boston)",1953
6126,Harvard,7,vs.,Boston University,4,,4,1952-12-27,"Beanpot (at Matthews Arena, Boston)",1953
6127,Boston College,2,vs.,Northeastern,0,,5,1952-12-27,"Beanpot (at Matthews Arena, Boston)",1953
6129,Toronto,2,at,Minnesota,8,,,1952-12-27,Non-Conference,1953
6131,Minnesota,5,at,Colorado College,2,,,1952-12-29,MCHA,1953
6133,Minnesota,2,at,Colorado College,5,,,1952-12-30,MCHA,1953
6138,Princeton,4,vs.,Yale,2,,6,1953-01-01,"RPI Invitational (at Houston Field House, Troy, N.Y.)",1953
6142,Minnesota,2,at,Denver,3,,,1953-01-02,MCHA,1953
6144,Yale,4,at,RPI,2,,7,1953-01-02,"RPI Invitational (at Houston Field House, Troy, N.Y.)",1953
6140,Michigan State,4,at,Colorado College,6,,,1953-01-02,WCHA,1953
6146,Michigan State,3,at,Colorado College,5,,,1953-01-03,WCHA,1953
6148,Minnesota,3,at,Denver,2,,,1953-01-03,MCHA,1953
6150,St. Patrick's,5,vs.,Yale,4,,6,1953-01-03,"RPI Invitational (at Houston Field House, Troy, N.Y.)",1953
6152,Northeastern,0,at,Boston College,5,,,1953-01-03,Non-Conference,1953
6153,Harvard,6,vs.,Boston University,5,ot,1,1953-01-03,Non-Conference,1953
6155,Michigan,6,at,Michigan State,0,,,1953-01-07,MCHA,1953
6157,MIT,1,at,Harvard,12,,,1953-01-07,Non-Conference,1953
6159,Boston College,5,at,Brown,4,,,1953-01-08,Non-Conference,1953
6161,Michigan State,1,at,Minnesota,3,,,1953-01-09,MCHA,1953
6163,Montreal,2,at,Michigan,13,,,1953-01-09,Non-Conference,1953
6167,Michigan State,0,at,Minnesota,5,,,1953-01-10,MCHA,1953
6172,Amherst,2,at,Army,5,,,1953-01-10,Non-Conference,1953
6171,Montreal,2,at,Michigan,1,,,1953-01-10,Non-Conference,1953
6165,Harvard,5,at,Dartmouth,0,,,1953-01-10,Ivy League,1953
6168,Brown,1,at,Yale,5,,,1953-01-10,MCHA,1953
6170,Boston University,5,at,Princeton,4,,,1953-01-10,Non-Conference,1953
6174,Michigan State,2,at,Michigan,10,,,1953-01-14,MCHA,1953
6176,Boston College,7,vs.,Boston University,3,,8,1953-01-14,NEIHL,1953
6178,Boston University,3,vs.,Boston College,7,,8,1953-01-14,Non-Conference,1953
6179,Princeton,4,at,Army,5,,,1953-01-14,Non-Conference,1953
6181,Denver,11,at,Colorado College,4,,,1953-01-16,WCHA,1953
6183,Minnesota,4,at,Michigan,3,,,1953-01-16,MCHA,1953
6187,Yale,4,at,Dartmouth,2,,,1953-01-17,Ivy League,1953
6194,Army,8,at,Hamilton,0,,,1953-01-17,Non-Conference,1953
6193,Boston College,4,at,Princeton,2,,,1953-01-17,Non-Conference,1953
6185,Denver,4,at,Colorado College,2,,,1953-01-17,WCHA,1953
6189,Minnesota,4,at,Michigan,5,,,1953-01-17,MCHA,1953
6191,Northeastern,5,vs.,Boston University,8,,1,1953-01-17,NEIHL,1953
6196,Springfield,2,at,Army,4,,,1953-01-21,Non-Conference,1953
6198,Minnesota,6,at,Michigan Tech,3,,,1953-01-23,MCHA,1953
6200,Minnesota,5,at,Michigan Tech,2,,,1953-01-24,MCHA,1953
6202,Boston University,4,at,Army,0,,,1953-01-24,Non-Conference,1953
6204,Northeastern,3,at,Brown,2,,,1953-01-28,Non-Conference,1953
6205,Norwich,6,at,Army,2,,,1953-01-28,Non-Conference,1953
6207,North Dakota,7,at,Minnesota,5,,,1953-01-30,MCHA,1953
6214,Clarkson,5,at,Army,1,,,1953-01-31,Non-Conference,1953
6213,Northeastern,4,vs.,Harvard,3,ot,1,1953-01-31,Non-Conference,1953
6211,Boston College,2,vs.,Boston University,5,,1,1953-01-31,Non-Conference,1953
6209,North Dakota,2,at,Minnesota,5,,,1953-01-31,MCHA,1953
6212,Boston University,5,at,Boston College,2,,,1953-01-31,Non-Conference,1953
6216,Boston University,3,at,St. Lawrence,6,,,1953-02-02,Non-Conference,1953
6218,Boston University,9,at,Clarkson,2,,,1953-02-03,Non-Conference,1953
6220,Yale,9,at,Brown,7,,,1953-02-04,Ivy League,1953
6222,Middlebury,6,at,Army,0,,,1953-02-04,Non-Conference,1953
6224,Boston College,7,at,Dartmouth,1,,,1953-02-05,Non-Conference,1953
6226,Colorado College,3,at,Denver,4,,,1953-02-06,WCHA,1953
6228,Minnesota,3,at,North Dakota,0,,,1953-02-06,MCHA,1953
6236,Northeastern,0,at,Boston College,2,,,1953-02-07,Non-Conference,1953
6234,Minnesota,3,at,North Dakota,1,,,1953-02-07,MCHA,1953
6237,St. Lawrence,4,at,Yale,3,,,1953-02-07,Non-Conference,1953
6230,Colorado College,3,at,Denver,8,,,1953-02-07,WCHA,1953
6232,Harvard,1,at,Brown,3,,,1953-02-07,Ivy League,1953
6238,27,1,at,Army,8,,,1953-02-07,Non-Conference,1953
6240,Colorado College,4,at,North Dakota,12,,,1953-02-10,WCHA,1953
6242,Colorado College,3,at,North Dakota,10,,,1953-02-11,WCHA,1953
6244,Harvard,2,vs.,Boston College,6,,8,1953-02-11,Ivy League,1953
6246,Dartmouth,0,at,Yale,2,,,1953-02-11,MCHA,1953
6247,Michigan State,0,at,Michigan,4,,,1953-02-11,MCHA,1953
6249,Tufts,1,at,Boston University,12,,,1953-02-11,NEIHL,1953
6251,Princeton,5,at,Brown,3,,,1953-02-12,Ivy League,1953
6259,Boston College,0,vs.,Boston University,3,,1,1953-02-13,NEIHL,1953
6257,Michigan,2,at,Minnesota,5,,,1953-02-13,MCHA,1953
6261,Boston University,3,at,Boston College,0,,,1953-02-13,Non-Conference,1953
6253,Colorado College,7,at,Michigan Tech,5,,,1953-02-13,WCHA,1953
6255,Northeastern,2,vs.,Harvard,6,,1,1953-02-13,Ivy League,1953
6263,Colorado College,0,at,Michigan Tech,5,,,1953-02-14,WCHA,1953
6265,Dartmouth,3,at,Brown,7,,,1953-02-14,Ivy League,1953
6267,Michigan,0,at,Minnesota,4,,,1953-02-14,MCHA,1953
6269,Clarkson,2,at,Yale,10,,,1953-02-14,Non-Conference,1953
6270,MIT,3,at,Army,8,,,1953-02-14,Non-Conference,1953
6272,Yale,2,at,Princeton,1,,,1953-02-17,Ivy League,1953
6274,Dartmouth,2,at,Boston College,4,,,1953-02-17,Non-Conference,1953
6279,RPI,5,at,Army,2,,,1953-02-18,Non-Conference,1953
6276,Dartmouth,4,at,Harvard,5,,,1953-02-18,Ivy League,1953
6278,Brown,4,at,Boston University,9,,,1953-02-18,Non-Conference,1953
6281,Brandon,4,at,Colorado College,6,,,1953-02-18,Non-Conf v. Canadian,1953
6283,Brandon,4,at,Colorado College,11,,,1953-02-19,Non-Conf v. Canadian,1953
6285,North Dakota,3,at,Michigan,5,,,1953-02-20,MCHA,1953
6286,Denver,3,at,Minnesota,4,,,1953-02-20,MCHA,1953
6288,Brown,4,at,Dartmouth,9,,,1953-02-21,Ivy League,1953
6289,Harvard,1,at,Princeton,3,,,1953-02-21,Ivy League,1953
6291,North Dakota,3,at,Michigan,8,,,1953-02-21,MCHA,1953
6292,Denver,0,at,Minnesota,10,,,1953-02-21,MCHA,1953
6294,Army,0,at,Yale,10,,,1953-02-21,Non-Conference,1953
6296,Princeton,3,at,Yale,2,,,1953-02-23,MCHA,1953
6298,Brown,4,at,Harvard,3,,,1953-02-24,Ivy League,1953
6300,American Int'l,1,at,Yale,3,,,1953-02-25,Non-Conference,1953
6302,Brown,4,at,American Int'l,2,,,1953-02-26,Non-Conference,1953
6304,Dartmouth,1,at,Boston University,4,,,1953-02-27,Non-Conference,1953
6305,McGill,7,at,Michigan,0,,,1953-02-27,Non-Conference,1953
6306,Northeastern,2,at,Boston College,2,,,1953-02-27,Non-Conference,1953
6308,Yale,2,at,Harvard,5,,,1953-02-28,Ivy League,1953
6309,Brown,2,at,Princeton,4,,,1953-02-28,Ivy League,1953
6311,McGill,2,at,Michigan,1,,,1953-02-28,Non-Conference,1953
6312,Army,1,at,Dartmouth,7,,,1953-02-28,Non-Conference,1953
6314,Alberta,1,at,Colorado College,9,,,1953-02-28,Non-Conf v. Canadian,1953
6316,Alberta,4,at,Colorado College,6,,,1953-03-02,Non-Conf v. Canadian,1953
6318,Boston University,6,at,Dartmouth,4,,,1953-03-03,Non-Conference,1953
6324,Middlebury,2,at,Yale,5,,,1953-03-04,Non-Conference,1953
6322,Michigan,8,at,Michigan State,4,,,1953-03-04,MCHA,1953
6320,Princeton,2,at,Harvard,4,,,1953-03-04,Ivy League,1953
6326,Minnesota,7,at,Michigan State,3,,,1953-03-06,MCHA,1953
6327,Michigan Tech,3,at,Michigan,8,,,1953-03-06,MCHA,1953
6329,Northeastern,2,vs.,Boston University,3,,1,1953-03-06,NEIHL,1953
6331,Tufts,4,at,Boston College,13,,,1953-03-06,Non-Conference,1953
6333,Minnesota,7,at,Michigan State,2,,,1953-03-07,MCHA,1953
6334,Harvard,4,at,Yale,2,,,1953-03-07,MCHA,1953
6335,Michigan Tech,2,at,Michigan,10,,,1953-03-07,MCHA,1953
6337,Royal Military,4,at,Army,5,,,1953-03-07,Non-Conference,1953
6339,Dartmouth,1,vs.,Yale,5,,9,1953-03-09,MCHA,1953
6341,Minnesota,3,vs.,RPI,2,,10,1953-03-12,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1953
6343,Michigan,14,vs.,Boston University,2,,10,1953-03-13,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1953
6345,RPI,6,vs.,Boston University,3,,10,1953-03-14,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1953
6346,Michigan,7,vs.,Minnesota,3,,10,1953-03-14,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1953
6348,Yale Alumni,5,at,Yale,8,,,1953-11-21,Non-Conference,1954
6350,Providence,4,at,Brown,12,,,1953-11-27,Non-Conference,1954
6352,Boston College,8,at,Providence,5,,,1953-12-01,Non-Conference,1954
6354,St. Boniface,5,at,Minnesota,4,,,1953-12-04,Non-Conference,1954
6355,McGill,2,at,Michigan,7,,,1953-12-04,Non-Conference,1954
6356,Boston University,3,at,Brown,4,,,1953-12-04,Non-Conference,1954
6359,McGill,7,at,Michigan,5,,,1953-12-05,Non-Conference,1954
6360,St. Boniface,6,at,Minnesota,3,,,1953-12-05,Non-Conference,1954
6358,Northeastern,2,at,Yale,3,ot,,1953-12-05,Non-Conference,1954
6362,Northeastern,0,vs.,Boston College,6,,1,1953-12-08,Non-Conference,1954
6363,Harvard,10,at,Providence,1,,,1953-12-08,Non-Conference,1954
6364,Yale,7,at,Boston University,0,,,1953-12-08,Non-Conference,1954
6366,RPI,4,at,Yale,2,,,1953-12-10,Non-Conference,1954
6367,Northeastern,2,at,Brown,7,,,1953-12-10,Non-Conference,1954
6369,Toronto,1,at,Michigan,6,,,1953-12-11,Non-Conference,1954
6370,Boston College,5,vs.,Harvard,3,,1,1953-12-11,Non-Conference,1954
6371,Fort William,0,at,Minnesota,5,,,1953-12-11,Non-Conference,1954
6375,Toronto,0,at,Michigan,0,,,1953-12-12,Non-Conference,1954
6378,Edmonton,5,at,Colorado College,3,,,1953-12-12,Non-Conf v. non-vars,1954
6376,Clarkson,12,at,Army,0,,,1953-12-12,Non-Conference,1954
6373,Boston University,2,at,RPI,8,,,1953-12-12,Non-Conference,1954
6374,Fort William,3,at,Minnesota,5,,,1953-12-12,Non-Conference,1954
6380,Harvard,3,vs.,Boston College,5,,1,1953-12-14,Non-Conference,1954
6382,Edmonton,2,at,Colorado College,7,,,1953-12-14,Non-Conf v. non-vars,1954
6384,Harvard,3,vs.,Boston University,1,,1,1953-12-15,Non-Conference,1954
6385,Boston College,3,at,Brown,2,,,1953-12-15,Non-Conference,1954
6387,Dartmouth,4,at,Boston College,5,,,1953-12-17,Non-Conference,1954
6392,Northeastern,2,vs.,Harvard,6,,1,1953-12-18,Non-Conference,1954
6393,Yale,4,at,St. Lawrence,6,,,1953-12-18,Non-Conference,1954
6389,Michigan,3,at,North Dakota,10,,,1953-12-18,Northeast League,1954
6391,Princeton,3,at,Boston University,3,ot,,1953-12-18,Non-Conference,1954
6399,Yale,6,at,Clarkson,1,,,1953-12-19,Non-Conference,1954
6400,Princeton,3,at,Boston College,4,,,1953-12-19,Non-Conference,1954
6395,Denver,7,at,Colorado College,5,,,1953-12-19,WCHA,1954
6397,Michigan,3,at,North Dakota,5,,,1953-12-19,Northeast League,1954
6402,Boston College,10,vs.,Boston University,2,,1,1953-12-22,NEIHL,1954
6404,Boston University,2,vs.,Boston College,10,,1,1953-12-22,Non-Conference,1954
6405,Harvard,2,at,Minnesota,4,,,1953-12-22,Non-Conference,1954
6407,Harvard,0,at,Minnesota,9,,,1953-12-23,Non-Conference,1954
6409,Harvard,3,at,Colorado College,5,,,1953-12-26,Non-Conference,1954
6411,Harvard,0,at,Colorado College,9,,,1953-12-28,Non-Conference,1954
6417,Harvard,2,at,Denver,16,,,1953-12-29,Non-Conference,1954
6418,Dartmouth,0,at,Minnesota,11,,,1953-12-29,Non-Conference,1954
6413,Middlebury,2,at,Boston University,3,,2,1953-12-29,"Boston Christmas Tournament (at Matthews Arena, Boston)",1954
